gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalServices,Recency_score,Frequency_score,Monetary_score,treatment,contract_score,tenure_norm,charge_norm,persuadability,churn_observed,persuadability_bin
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.15,8529.5,0,6,1,6,4,0,0.0,0.0,0.9865263157894737,0.19730526315789476,0,Low
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.45,0,4,1,4,4,1,0.0,0.11111111111111116,0.8357894736842105,0.20049122807017547,0,Low
Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.55,7806.5,0,6,1,6,4,1,0.0,0.04166666666666663,0.9477894736842105,0.2020578947368421,0,Low
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.7,25.7,0,0,5,0,1,1,1.0,0.9861111111111112,0.21642105263157893,0.8391175438596492,0,High
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,6287.3,0,6,1,6,4,1,0.0,0.01388888888888884,0.7604210526315789,0.15625087719298245,0,Low
Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,0,1,1,1,2,0,0.3,0.08333333333333337,0.416,0.2582,0,Low
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,50.6,0,0,5,0,1,1,1.0,0.9722222222222222,0.16336842105263158,0.8243403508771929,0,Medium
Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.7,7904.25,0,6,1,6,4,0,0.0,0.01388888888888884,0.9237894736842106,0.18892456140350877,0,Low
Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.95,0,2,4,2,3,0,0.3,0.8472222222222222,0.5157894736842106,0.5073245614035088,0,Medium
Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,0,2,2,2,2,1,1.0,0.3472222222222222,0.46568421052631576,0.6973035087719298,0,Medium
Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,2416.55,1,0,2,0,3,0,1.0,0.5138888888888888,0.592,0.7725666666666666,1,Medium
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.35,3520.75,1,4,2,4,4,1,1.0,0.5555555555555556,0.895578947368421,0.8457824561403509,0,High
Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.95,0,4,1,4,4,1,1.0,0.16666666666666663,0.8736842105263158,0.7247368421052632,0,Medium
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,226.8,0,0,4,0,1,1,0.3,0.8472222222222222,0.16421052631578947,0.43700877192982457,0,Medium
Female,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,0,3,2,3,2,1,0.3,0.5972222222222222,0.33263157894736844,0.3956929824561404,0,Medium
Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,0,0,3,0,1,0,1.0,0.7083333333333333,0.21936842105263157,0.7563736842105262,0,Medium
Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,0,2,2,2,4,0,1.0,0.33333333333333337,0.7667368421052632,0.7533473684210527,0,Medium
Female,0,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.65,90.05,0,1,5,1,1,1,1.0,0.9583333333333334,0.2496842105263158,0.8374368421052631,0,High
Female,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.2,2169.4,0,1,2,1,2,0,1.0,0.4027777777777778,0.4227368421052632,0.705380701754386,0,Medium
Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.3,550.6,0,4,5,4,4,1,1.0,0.9305555555555556,0.8867368421052632,0.9565140350877193,0,High
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.45,55.45,0,1,5,1,2,1,1.0,0.9861111111111112,0.46694736842105267,0.889222807017544,0,High
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,85.45,6300.85,0,5,1,5,3,1,0.3,0.01388888888888884,0.7195789473684211,0.2980824561403509,0,Low
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.8,160.05,0,0,4,0,1,0,0.3,0.8888888888888888,0.16673684210526316,0.45001403508771926,0,Medium
Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.25,436.6,0,1,4,1,2,0,1.0,0.8888888888888888,0.49894736842105264,0.8664561403508771,0,High
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.7,1781.35,0,2,3,2,4,0,1.0,0.7222222222222222,0.7637894736842106,0.8694245614035088,0,High
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.7,3467.0,1,4,2,4,4,0,0.3,0.5416666666666667,0.8732631578947369,0.4871526315789474,1,Medium
Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.05,5552.5,0,1,1,1,3,1,0.3,0.01388888888888884,0.6656842105263158,0.2873035087719298,0,Low
Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.7,2835.5,0,2,2,2,4,0,0.3,0.5694444444444444,0.7637894736842106,0.4735912280701754,0,Medium
Female,1,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),95.0,3591.25,0,3,2,3,4,0,0.3,0.4722222222222222,0.8,0.45166666666666666,0,Medium
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,88.35,1,2,5,2,3,0,1.0,0.9861111111111112,0.744,0.9446333333333334,1,High
Female,0,Yes,Yes,2,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,30.25,63.75,0,1,5,1,2,1,1.0,0.9722222222222222,0.25473684210526315,0.8426140350877193,0,High
Female,0,Yes,No,12,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.85,617.15,0,3,4,3,2,1,1.0,0.8333333333333334,0.41978947368421055,0.8339578947368421,0,High
Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.0,870.25,0,4,4,4,4,0,1.0,0.875,0.783157894736842,0.9191315789473684,0,High
Male,1,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.55,601.25,0,2,4,2,2,0,1.0,0.8472222222222222,0.45936842105263154,0.846040350877193,0,High
Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,111.65,0,0,5,0,1,0,1.0,0.9166666666666666,0.16589473684210526,0.808178947368421,0,Medium
Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.8,6046.1,0,6,1,6,3,0,0.3,0.01388888888888884,0.7141052631578947,0.2969877192982456,1,Low
Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8,0,3,2,3,4,1,0.3,0.41666666666666663,0.7953684210526316,0.4340736842105263,0,Medium
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,777.3,1,3,4,3,4,1,1.0,0.8888888888888888,0.7932631578947369,0.925319298245614,1,High
Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,512.45,1,3,5,3,4,0,1.0,0.9305555555555556,0.8105263157894737,0.9412719298245614,1,High
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,141.45,1,0,5,0,3,0,1.0,0.9722222222222222,0.5953684210526317,0.910740350877193,1,High
Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,892.15,0,0,2,0,1,1,0.0,0.375,0.17557894736842106,0.1476157894736842,0,Low
Male,0,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.0,1682.05,0,5,2,5,2,0,0.3,0.6111111111111112,0.5052631578947369,0.43438596491228076,0,Medium
Female,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.45,3398.9,0,1,2,1,3,1,1.0,0.4027777777777778,0.6774736842105263,0.7563280701754387,0,Medium
Male,0,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.85,0,5,1,5,3,0,0.0,0.16666666666666663,0.7153684210526317,0.19307368421052631,1,Low
Female,0,Yes,No,42,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,33.55,1445.3,1,2,2,2,2,0,0.3,0.41666666666666663,0.2825263157894737,0.3315052631578947,1,Low
Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,305.55,0,4,4,4,2,0,0.0,0.9027777777777778,0.4181052631578947,0.35445438596491224,0,Low
Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,507.9,0,0,2,0,1,1,0.3,0.6527777777777778,0.17010526315789473,0.3798543859649123,0,Medium
Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.55,3640.45,1,2,2,2,4,1,1.0,0.4444444444444444,0.7962105263157895,0.7925754385964912,0,Medium
Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.45,0,3,2,3,4,0,0.3,0.625,0.8463157894736842,0.5067631578947369,0,Medium
Male,0,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.8,0,2,4,2,2,0,1.0,0.8611111111111112,0.30105263157894735,0.8185438596491228,0,Medium
Female,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,0,2,2,2,3,0,1.0,0.625,0.728,0.8331,0,High
Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),53.8,651.55,0,2,4,2,2,0,0.3,0.8472222222222222,0.4530526315789473,0.49477719298245615,0,Medium
Male,0,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,0,2,5,2,2,0,1.0,0.9444444444444444,0.3246315789473684,0.848259649122807,0,High
Male,0,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,0,2,1,2,2,0,1.0,0.05555555555555558,0.33599999999999997,0.5838666666666668,0,Medium
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,0,0,5,0,3,1,1.0,0.9861111111111112,0.5898947368421052,0.9138122807017545,0,High
Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,0,0,3,0,1,0,0.3,0.75,0.16926315789473687,0.40885263157894736,1,Medium
Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465.0,1,5,1,5,4,0,0.0,0.20833333333333337,0.9511578947368421,0.2527315789473684,0,Low
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,511.25,0,0,2,0,1,1,1.0,0.6388888888888888,0.17094736842105263,0.7258561403508772,0,Medium
Female,0,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,646.05,0,2,3,2,2,0,1.0,0.7638888888888888,0.3002105263157895,0.7892087719298245,0,Medium
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.9,35.9,1,1,5,1,2,1,1.0,0.9861111111111112,0.3023157894736842,0.8562964912280703,1,High
Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.25,3777.15,1,3,2,3,4,0,1.0,0.4722222222222222,0.8357894736842105,0.8088245614035088,1,Medium
Male,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.95,4903.15,0,3,1,3,3,1,0.3,0.18055555555555558,0.6985263157894737,0.3438719298245614,0,Low
Male,0,No,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,55.65,1653.85,0,2,2,2,2,1,0.0,0.5833333333333333,0.4686315789473684,0.26872631578947365,0,Low
Male,1,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,47.5,1,0,5,0,1,1,1.0,0.9722222222222222,0.20589473684210527,0.8328456140350877,0,High
Female,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,1306.3,0,0,1,0,1,1,0.3,0.3055555555555556,0.21221052631578946,0.28410877192982453,0,Low
Male,0,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,50.8,463.6,0,4,4,4,2,0,0.3,0.875,0.4277894736842105,0.4980578947368421,1,Medium
Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,60.65,0,0,5,0,1,1,1.0,0.9583333333333334,0.1654736842105263,0.8205947368421053,0,Medium
Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,0,2,3,2,2,0,1.0,0.8055555555555556,0.503578947368421,0.8423824561403509,0,High
Female,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,0,1,2,1,3,0,1.0,0.5694444444444444,0.6193684210526316,0.7947070175438596,0,Medium
Female,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.4,438.9,0,3,4,3,3,0,1.0,0.9027777777777778,0.5170526315789473,0.8742438596491228,0,High
Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.35,847.3,1,4,4,4,4,1,1.0,0.8888888888888888,0.8703157894736842,0.9407298245614034,1,High
Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,329.75,0,0,3,0,1,0,0.3,0.7638888888888888,0.16757894736842105,0.4126824561403509,0,Medium
Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,674.55,0,0,2,0,1,1,1.0,0.5555555555555556,0.1637894736842105,0.6994245614035087,0,Medium
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.5,162.55,0,1,5,1,3,1,1.0,0.9722222222222222,0.6863157894736842,0.9289298245614035,0,High
Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,546.95,1,1,4,1,3,1,1.0,0.9027777777777778,0.7141052631578947,0.9136543859649122,0,High
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.55,7887.25,0,5,1,5,4,1,0.0,0.0,0.9225263157894736,0.18450526315789473,0,Low
Female,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,3186.65,1,3,2,3,4,0,1.0,0.5694444444444444,0.8416842105263158,0.8391701754385965,1,High
Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4,1972.35,0,1,2,1,3,0,1.0,0.625,0.6265263157894737,0.8128052631578948,0,Medium
Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.0,1527.35,1,2,3,2,3,0,1.0,0.75,0.7578947368421053,0.876578947368421,1,High
Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,0,1,4,1,3,0,1.0,0.9027777777777778,0.6307368421052632,0.8969807017543859,0,High
Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.85,1531.4,1,4,3,4,4,0,1.0,0.8055555555555556,0.8829473684210526,0.9182561403508772,1,High
Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,0,2,4,2,2,0,1.0,0.8472222222222222,0.5023157894736842,0.8546298245614035,0,High
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,8058.85,0,5,1,5,4,0,0.0,0.0,0.9301052631578948,0.18602105263157898,0,Low
Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.1,2847.4,1,4,2,4,4,1,0.3,0.6111111111111112,0.8934736842105263,0.5120280701754386,0,Medium
Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.2,1133.9,1,0,3,0,3,1,1.0,0.7916666666666666,0.6248421052631579,0.8624684210526317,1,High
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.45,294.45,0,0,5,0,3,0,1.0,0.9444444444444444,0.6269473684210527,0.9087228070175439,0,High
Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1719.15,0,0,1,0,1,1,0.0,0.01388888888888884,0.20673684210526316,0.045514035087719285,0,Low
Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.35,461.7,1,3,5,3,3,0,1.0,0.9305555555555556,0.7524210526315789,0.9296508771929824,0,High
Male,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1160.45,0,0,2,0,1,0,0.0,0.3472222222222222,0.20673684210526316,0.1455140350877193,0,Low
Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,0,3,1,3,4,1,0.3,0.20833333333333337,0.7633684210526316,0.3651736842105263,0,Low
Male,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,0,4,1,4,4,0,0.0,0.3055555555555556,0.8846315789473684,0.2685929824561404,0,Low
Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.3,0,0,4,0,1,0,1.0,0.8888888888888888,0.17221052631578948,0.8011087719298245,0,Medium
Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,883.35,0,0,2,0,1,1,0.0,0.33333333333333337,0.16463157894736843,0.1329263157894737,1,Low
Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,1341.5,0,0,1,0,1,1,0.3,0.02777777777777779,0.16589473684210526,0.19151228070175438,0,Low
Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,0,4,5,4,3,1,1.0,0.9861111111111112,0.5932631578947368,0.9144859649122807,0,High
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,659.45,0,1,4,1,3,1,1.0,0.8888888888888888,0.7212631578947369,0.910919298245614,0,High
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.15,77.15,1,0,5,0,3,1,1.0,0.9861111111111112,0.6496842105263159,0.9257701754385965,0,High
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,1,1,5,1,2,0,1.0,0.9861111111111112,0.2968421052631579,0.855201754385965,1,High
Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1205.05,0,0,1,0,1,0,0.0,0.16666666666666663,0.17305263157894737,0.08461052631578947,0,Low
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.9,0,3,1,3,4,0,0.3,0.3194444444444444,0.8248421052631579,0.4108017543859649,0,Medium
Male,0,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.55,201.0,1,3,5,3,2,0,1.0,0.9444444444444444,0.4088421052631579,0.8651017543859649,1,High
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,599.3,0,0,2,0,1,1,0.3,0.5972222222222222,0.16842105263157894,0.3628508771929825,0,Low
Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.25,1733.15,0,0,1,0,1,0,0.0,0.06944444444444442,0.21263157894736842,0.06335964912280702,0,Low
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,1,3,1,3,4,1,1.0,0.26388888888888884,0.8286315789473685,0.7448929824561403,0,Medium
Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,0,4,1,4,3,1,0.0,0.06944444444444442,0.5970526315789474,0.1402438596491228,0,Low
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,119.3,0,0,5,0,1,1,1.0,0.9166666666666666,0.16715789473684212,0.8084315789473684,0,Medium
Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,4849.1,0,4,2,4,4,1,1.0,0.3472222222222222,0.895578947368421,0.7832824561403509,0,Medium
